fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax
2010013.0,2010076.0,0.015367,0.101403,0.11511,239.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.19,-10.13,-68.49,2.62,0.0,0.0,0.0,0.0
2010014.0,2010015.0,0.00027,0.001089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.01,11.81,-25.01,-11.8,0.0,0.0,0.0,0.0
2010016.0,2010017.0,0.00025,0.001152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.9,7.17,-25.89,-7.16,0.0,0.0,0.0,0.0
2010016.0,2013463.0,0.008946,0.046857,0.19885,245.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-79.2,-1.73,79.73,-16.45,0.0,0.0,0.0,0.0
2010018.0,2010032.0,0.002241,0.0146,0.03367,250.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.45,-5.95,-94.26,3.6,0.0,0.0,0.0,0.0
2010018.0,2010988.0,0.006284,0.038361,0.02021,263.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-118.92,-0.24,119.75,3.17,0.0,0.0,0.0,0.0
2010020.0,2010019.0,0.000533,0.033552,0.0,445.05,0.0,0.0,0.975,0.0,1.0,0.0,0.0,-142.52,17.12,142.62,-10.75,0.0,0.0,0.0,0.0
2010730.0,2010019.0,0.002142,0.026863,0.58195,1150.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.06,-67.56,-142.62,10.75,0.0,0.0,0.0,0.0
2010020.0,2010029.0,0.005708,0.039706,0.02239,233.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.91,9.34,-63.67,-10.03,0.0,0.0,0.0,0.0
2010021.0,2013074.0,0.006464,0.035113,0.12496,251.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.62,-7.54,-90.12,-2.83,0.0,0.0,0.0,0.0
2010021.0,2013512.0,0.002495,0.018,0.01137,201.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-16.97,2.15,16.98,-3.29,0.0,0.0,0.0,0.0
2013690.0,2010021.0,0.005193,0.037293,0.01323,247.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.98,-2.24,-82.64,3.26,0.0,0.0,0.0,0.0
2010022.0,2010024.0,0.001583,0.010843,0.00579,204.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-18.16,-30.57,18.18,30.06,0.0,0.0,0.0,0.0
2010022.0,2010030.0,0.007083,0.036561,0.01221,210.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-30.03,14.65,30.11,-15.58,0.0,0.0,0.0,0.0
2010024.0,2010023.0,0.000558,0.024885,0.0,465.77,0.0,0.0,1.03125,0.0,1.0,0.0,0.0,-176.19,-74.27,176.39,83.15,0.0,0.0,0.0,0.0
2010730.0,2010023.0,0.000587,0.00738,0.21892,1205.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-304.95,-0.12,305.46,-16.72,0.0,0.0,0.0,0.0
2010987.0,2010023.0,0.001084,0.012681,0.23685,1271.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,373.35,31.78,-371.94,-40.67,0.0,0.0,0.0,0.0
2010024.0,2010039.0,0.003249,0.013727,0.00413,261.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.06,35.24,-113.63,-33.89,0.0,0.0,0.0,0.0
2010025.0,2010858.0,0.006298,0.039083,0.03135,188.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.33,-7.47,-9.32,4.17,0.0,0.0,0.0,0.0
2010025.0,2010929.0,0.012125,0.068124,0.01755,219.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.22,-5.29,40.4,4.44,0.0,0.0,0.0,0.0
2010051.0,2010026.0,0.004528,0.02582,0.01123,220.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.66,3.91,-18.65,-4.97,0.0,0.0,0.0,0.0
2010027.0,2010028.0,0.000249,0.001026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.23,12.73,-32.23,-12.72,0.0,0.0,0.0,0.0
2010027.0,2010029.0,0.006288,0.036606,0.01108,209.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-31.38,-8.91,31.45,8.18,0.0,0.0,0.0,0.0
2010054.0,2010027.0,0.005908,0.03552,0.03718,199.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.07,-0.85,-3.82,0.0,0.0,0.0,0.0
2010030.0,2010031.0,0.000244,0.001051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.81,7.2,-39.8,-7.18,0.0,0.0,0.0,0.0
2010030.0,2010988.0,0.011232,0.05541,0.03885,237.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-69.91,8.38,70.43,-10.0,0.0,0.0,0.0,0.0
2010032.0,2010040.0,0.005932,0.033216,0.0405,226.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.77,-9.27,-52.61,5.86,0.0,0.0,0.0,0.0
2010036.0,2010033.0,0.001438,0.006275,0.00353,216.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.47,-18.07,-43.44,17.84,0.0,0.0,0.0,0.0
2010033.0,2010045.0,0.010951,0.047533,0.03427,216.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-17.23,-10.79,17.27,7.41,0.0,0.0,0.0,0.0
2010033.0,2011071.0,0.001422,0.007398,0.00283,237.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-72.27,5.46,72.34,-5.38,0.0,0.0,0.0,0.0
2010033.0,2013147.0,0.007909,0.052892,0.05837,246.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.9,-19.47,-73.46,16.36,0.0,0.0,0.0,0.0
2010034.0,2010035.0,0.000201,0.001022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.06,42.7,-59.05,-42.65,0.0,0.0,0.0,0.0
2010034.0,2010036.0,0.000248,0.001185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-59.06,-42.7,59.07,42.76,0.0,0.0,0.0,0.0
2011071.0,2010036.0,0.0005,0.002496,0.00233,254.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.6,24.72,-102.54,-24.69,0.0,0.0,0.0,0.0
2010037.0,2010041.0,0.003468,0.018993,0.08954,230.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-70.06,17.05,70.23,-25.64,0.0,0.0,0.0,0.0
2010037.0,2010053.0,0.006057,0.029228,0.21482,255.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.09,-6.71,-101.49,-13.22,0.0,0.0,0.0,0.0
2010929.0,2010037.0,0.004393,0.017586,0.00677,255.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.67,22.35,-90.31,-21.66,0.0,0.0,0.0,0.0
2010038.0,2010039.0,0.000276,0.001086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-36.59,-13.17,36.59,13.18,0.0,0.0,0.0,0.0
2010040.0,2010039.0,0.002872,0.01782,0.01246,243.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-76.87,-20.97,77.04,20.7,0.0,0.0,0.0,0.0
2010040.0,2010061.0,0.004531,0.021432,0.02901,245.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.91,1.42,-85.59,-2.99,0.0,0.0,0.0,0.0
2010045.0,2010041.0,0.005713,0.03731,0.01199,236.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-42.62,-20.32,42.74,19.84,0.0,0.0,0.0,0.0
2010041.0,2010757.0,0.003754,0.019648,0.08439,270.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-133.05,-4.13,133.68,-1.64,0.0,0.0,0.0,0.0
2010112.0,2010042.0,0.006696,0.033297,0.02397,241.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-71.22,-2.98,71.54,2.03,0.0,0.0,0.0,0.0
2010042.0,2010858.0,0.001268,0.003825,0.00121,265.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-130.79,-13.4,130.99,13.89,0.0,0.0,0.0,0.0
2010043.0,2010044.0,0.000235,0.001166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.55,1.76,-37.54,-1.74,0.0,0.0,0.0,0.0
2010065.0,2010043.0,0.004192,0.027014,0.0131,234.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-59.9,1.11,60.05,-1.54,0.0,0.0,0.0,0.0
2010043.0,2010731.0,0.008235,0.049341,0.02223,254.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-97.59,-0.21,98.35,2.38,0.0,0.0,0.0,0.0
2010046.0,2010047.0,0.000221,0.001009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.76,5.96,-45.76,-5.94,0.0,0.0,0.0,0.0
2010049.0,2010046.0,0.001366,0.006447,0.0035,199.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.68,5.7,-15.68,-6.05,0.0,0.0,0.0,0.0
2010046.0,2010053.0,0.004165,0.027215,0.0075,230.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-57.68,-8.56,57.82,8.66,0.0,0.0,0.0,0.0
2010046.0,2010060.0,0.003004,0.017196,0.00465,209.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6,8.65,-27.57,-9.0,0.0,0.0,0.0,0.0
2010048.0,2010049.0,0.000233,0.001054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-45.76,-10.24,45.76,10.27,0.0,0.0,0.0,0.0
2010048.0,2010050.0,0.000219,0.001026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010049.0,2010858.0,0.008744,0.048084,0.03521,236.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-61.45,-15.97,61.78,14.07,0.0,0.0,0.0,0.0
2010051.0,2010052.0,0.000267,0.001152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.51,1.94,-17.51,-1.94,0.0,0.0,0.0,0.0
2010051.0,2010106.0,0.011558,0.052554,0.06616,232.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-36.17,-5.85,36.32,-0.31,0.0,0.0,0.0,0.0
2010054.0,2010087.0,0.009807,0.051866,0.06321,227.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-44.17,-16.2,44.38,10.84,0.0,0.0,0.0,0.0
2010055.0,2010056.0,0.000299,0.001016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-17.57,-5.16,17.57,5.16,0.0,0.0,0.0,0.0
2010071.0,2010056.0,0.001756,0.013175,0.01312,213.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-38.42,-3.65,38.45,2.45,0.0,0.0,0.0,0.0
2010056.0,2010111.0,0.005763,0.031111,0.07264,227.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-56.02,-7.61,56.19,0.86,0.0,0.0,0.0,0.0
2010058.0,2010057.0,0.000543,0.025187,0.0,466.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-173.62,-29.42,173.78,36.9,0.0,0.0,0.0,0.0
2010057.0,2010059.0,0.000237,0.001074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-173.78,-36.9,173.85,37.22,0.0,0.0,0.0,0.0
2010060.0,2010058.0,0.001632,0.010946,0.00846,201.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-16.36,-18.62,16.37,17.8,0.0,0.0,0.0,0.0
2010058.0,2010072.0,0.001803,0.013354,0.00342,235.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.89,9.82,-59.83,-9.71,0.0,0.0,0.0,0.0
2010058.0,2010099.0,0.003268,0.021191,0.03671,230.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.42,-6.34,-53.33,3.1,0.0,0.0,0.0,0.0
2010059.0,2010462.0,0.001137,0.014419,0.70236,1228.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,254.37,11.34,-253.66,-76.36,0.0,0.0,0.0,0.0
2010857.0,2010059.0,0.000837,0.00946,0.19427,1358.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.67,44.15,-428.22,-48.56,0.0,0.0,0.0,0.0
2010061.0,2010133.0,0.002583,0.013741,0.01254,211.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.52,7.42,-34.49,-8.57,0.0,0.0,0.0,0.0
2010062.0,2010063.0,0.000252,0.001023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-36.25,-9.32,36.25,9.33,0.0,0.0,0.0,0.0
2010062.0,2010064.0,0.000263,0.001129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.25,9.32,-36.24,-9.3,0.0,0.0,0.0,0.0
2010065.0,2010063.0,0.003065,0.018143,0.00658,196.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.64,-7.93,-13.64,7.29,0.0,0.0,0.0,0.0
2010063.0,2010149.0,0.003675,0.024161,0.01534,206.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-22.61,-16.62,22.64,15.19,0.0,0.0,0.0,0.0
2010065.0,2010068.0,0.000841,0.025733,0.0,108.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010066.0,2010068.0,0.008435,0.258035,0.0,54.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010067.0,2010068.0,0.008435,0.258035,0.0,54.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010069.0,2010074.0,0.005928,0.033632,0.01174,203.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.4,-7.92,-17.38,6.83,0.0,0.0,0.0,0.0
2010781.0,2010069.0,0.002921,0.013747,0.0102,244.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.43,6.3,-76.26,-6.56,0.0,0.0,0.0,0.0
2010070.0,2010090.0,0.002734,0.018279,0.01645,221.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.44,-4.62,-42.39,3.21,0.0,0.0,0.0,0.0
2010095.0,2010070.0,0.003473,0.022438,0.00952,229.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.61,-4.84,-53.51,4.46,0.0,0.0,0.0,0.0
2010112.0,2010071.0,0.003379,0.016953,0.02423,236.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.02,0.27,-59.9,-2.25,0.0,0.0,0.0,0.0
2010071.0,2010153.0,0.002966,0.015795,0.10033,232.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.96,-4.45,-59.85,-5.54,0.0,0.0,0.0,0.0
2010072.0,2010073.0,0.000299,0.001136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.38,20.2,-38.37,-20.18,0.0,0.0,0.0,0.0
2010072.0,2010155.0,0.005629,0.029688,0.00699,205.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.46,-10.5,-21.43,9.93,0.0,0.0,0.0,0.0
2010074.0,2010075.0,0.000228,0.001097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.72,4.65,-14.72,-4.64,0.0,0.0,0.0,0.0
2013154.0,2010074.0,0.007954,0.050685,0.01611,181.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.65,9.87,2.66,-11.48,0.0,0.0,0.0,0.0
2010076.0,2010133.0,0.001323,0.006403,0.02926,218.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.52,-5.59,-40.5,2.63,0.0,0.0,0.0,0.0
2010077.0,2010092.0,0.002248,0.011411,0.00481,205.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.85,7.02,-18.84,-7.48,0.0,0.0,0.0,0.0
2010077.0,2010097.0,0.007262,0.029947,0.08604,216.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-36.83,3.06,36.93,-11.69,0.0,0.0,0.0,0.0
2010077.0,2010137.0,0.005965,0.022809,0.03097,236.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-59.18,15.73,59.4,-18.15,0.0,0.0,0.0,0.0
2010077.0,2013292.0,0.002442,0.014841,0.00883,229.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.7,-33.73,-48.62,33.3,0.0,0.0,0.0,0.0
2010078.0,2010081.0,0.001569,0.086936,0.0,616.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,199.46,32.67,-198.86,0.65,0.0,0.0,0.0,0.0
2010078.0,2010838.0,0.000957,0.012068,0.68187,1170.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-199.46,-32.67,199.81,-35.63,0.0,0.0,0.0,0.0
2010079.0,2010081.0,-0.000917,-0.05082,0.0,466.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-199.21,-18.83,198.86,-0.65,0.0,0.0,0.0,0.0
2010079.0,2010124.0,0.003042,0.017445,0.006,219.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.33,10.01,-62.21,-9.97,0.0,0.0,0.0,0.0
2010140.0,2010079.0,0.003,0.01806,0.03375,246.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-80.83,1.31,81.02,-3.69,0.0,0.0,0.0,0.0
2010080.0,2010081.0,0.004152,0.230086,0.0,150.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010082.0,2010083.0,0.00028,0.001062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.33,8.77,-22.32,-8.77,0.0,0.0,0.0,0.0
2010113.0,2010082.0,0.002023,0.016404,0.00465,182.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.19,33.6,-12.17,-33.89,0.0,0.0,0.0,0.0
2010082.0,2010121.0,0.00212,0.010107,0.00756,198.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.16,25.12,10.17,-25.83,0.0,0.0,0.0,0.0
2010084.0,2010085.0,0.000226,0.001179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.86,5.89,-40.86,-5.87,0.0,0.0,0.0,0.0
2010084.0,2010086.0,0.000207,0.001005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.86,-5.89,40.86,5.91,0.0,0.0,0.0,0.0
2010086.0,2010136.0,0.002643,0.017986,0.0103,216.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-24.72,-5.1,24.74,4.12,0.0,0.0,0.0,0.0
2010086.0,2010216.0,0.010323,0.054805,0.04341,176.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-16.14,-0.81,16.17,-3.67,0.0,0.0,0.0,0.0
2010087.0,2010121.0,0.007479,0.034982,0.01936,206.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-43.69,3.37,43.83,-4.72,0.0,0.0,0.0,0.0
2010203.0,2010087.0,0.004732,0.032055,0.02713,214.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.58,20.16,-11.55,-22.79,0.0,0.0,0.0,0.0
2010088.0,2010089.0,0.000254,0.001123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.23,4.2,-33.23,-4.19,0.0,0.0,0.0,0.0
2010088.0,2010128.0,0.001619,0.009116,0.0026,258.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-148.33,-36.03,148.69,37.76,0.0,0.0,0.0,0.0
2010088.0,2010149.0,0.002097,0.01208,0.00604,223.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.5,27.77,-36.46,-28.16,0.0,0.0,0.0,0.0
2010088.0,2010227.0,0.005323,0.028924,0.0371,212.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.59,4.06,-78.28,-6.27,0.0,0.0,0.0,0.0
2010090.0,2010138.0,0.00331,0.017372,0.00479,189.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.24,-2.06,-3.24,1.57,0.0,0.0,0.0,0.0
2010090.0,2010149.0,0.007326,0.033046,0.01205,172.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.92,-7.89,-5.91,6.66,0.0,0.0,0.0,0.0
2010137.0,2010091.0,0.001153,0.00794,0.00434,248.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-79.47,13.01,79.55,-12.97,0.0,0.0,0.0,0.0
2010091.0,2010176.0,0.00345,0.019599,0.02875,214.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-29.49,9.61,29.53,-12.44,0.0,0.0,0.0,0.0
2010091.0,2010954.0,0.003029,0.013701,0.0419,249.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-87.72,-1.34,87.94,-2.06,0.0,0.0,0.0,0.0
2010092.0,2010148.0,0.002731,0.0163,0.00861,229.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.84,-12.72,-45.78,12.17,0.0,0.0,0.0,0.0
2010092.0,2010173.0,0.005409,0.027737,0.02911,235.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-58.46,18.5,58.66,-20.53,0.0,0.0,0.0,0.0
2010093.0,2013144.0,0.009419,0.072795,0.02979,218.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.76,11.34,-36.62,-13.36,0.0,0.0,0.0,0.0
2010093.0,2013147.0,0.003349,0.016415,0.06083,258.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-94.82,34.02,95.15,-38.73,0.0,0.0,0.0,0.0
2010093.0,2013182.0,0.004096,0.021643,0.00554,234.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.3,-17.59,-57.16,17.75,0.0,0.0,0.0,0.0
2010093.0,2013204.0,0.00351,0.017155,0.01854,217.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.69,-5.4,-36.64,3.68,0.0,0.0,0.0,0.0
2013292.0,2010093.0,0.002609,0.012396,0.00539,233.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.53,33.63,-67.39,-33.53,0.0,0.0,0.0,0.0
2010094.0,2010095.0,0.000229,0.001065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-18.02,-4.43,18.02,4.44,0.0,0.0,0.0,0.0
2010094.0,2010096.0,0.000203,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.02,4.43,-18.02,-4.43,0.0,0.0,0.0,0.0
2010133.0,2010095.0,0.002794,0.018339,0.0116,168.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.95,-2.34,-3.95,1.13,0.0,0.0,0.0,0.0
2010095.0,2011010.0,0.009226,0.049923,0.08677,241.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-67.68,-0.73,68.09,-6.22,0.0,0.0,0.0,0.0
2010097.0,2010954.0,0.005361,0.031109,0.01035,240.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-67.95,6.42,68.18,-6.12,0.0,0.0,0.0,0.0
2010098.0,2010099.0,0.000291,0.001137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-19.84,-5.6,19.84,5.61,0.0,0.0,0.0,0.0
