bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin
3001074.0,2.0,0.0,0.0,0.0,0.0,301.0,1.01,-7.54851,18.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001075.0,2.0,0.0,0.0,0.0,0.0,301.0,1.01,-10.2802,18.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001076.0,2.0,0.0,0.0,0.0,0.0,301.0,1.00402,-21.1126,18.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001077.0,2.0,0.0,0.0,0.0,0.0,301.0,1.00402,-21.1126,18.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001078.0,2.0,0.0,0.0,0.0,0.0,301.0,1.01,-10.8005,18.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001079.0,2.0,0.0,0.0,0.0,0.0,301.0,1.02046,-37.6396,500.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001080.0,2.0,0.0,0.0,0.0,0.0,301.0,1.01,-10.2023,18.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001081.0,2.0,0.0,0.0,0.0,42.78,301.0,1.03,-18.4788,230.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001082.0,2.0,0.0,0.0,0.0,0.0,301.0,1.02717,-5.93672,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001083.0,1.0,39.95,11.32,0.0,32.03,301.0,1.03,-9.8632,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001084.0,2.0,0.0,0.0,0.0,0.0,301.0,1.03696,-16.3943,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001085.0,1.0,21.3,6.03,0.0,0.0,301.0,1.01578,-15.0727,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001086.0,1.0,39.67,11.24,0.0,37.39,301.0,1.03,-17.3999,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001087.0,1.0,0.91,0.26,0.0,4.9,301.0,1.03,-16.049,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001088.0,2.0,0.0,0.0,0.0,0.0,301.0,1.0,-11.7123,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001089.0,1.0,40.6,11.5,0.0,0.0,301.0,0.987898,-21.4551,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001090.0,2.0,0.0,0.0,0.0,0.0,301.0,1.02,-15.7262,115.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3001091.0,1.0,11.62,3.29,0.0,0.0,301.0,1.03131,-31.797,161.0,9.0,1.1,0.9,0.0,0.0,0.0,0.0
3002001.0,1.0,48.36,13.7,0.0,0.0,302.0,1.00763,-59.6547,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002002.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02037,-61.156,500.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002003.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02225,-63.38,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002004.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02037,-61.156,13.8,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002005.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02037,-61.156,13.8,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002006.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02037,-61.156,13.8,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002007.0,1.0,9.54,2.7,0.0,0.0,302.0,1.00899,-59.4227,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002008.0,1.0,8.06,2.28,0.0,0.0,302.0,1.01365,-33.769,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002009.0,1.0,39.14,11.09,0.0,131.5,302.0,1.03,-45.1637,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002010.0,1.0,56.81,16.09,0.0,28.69,302.0,1.03,-36.6402,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002011.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02976,-33.0724,500.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002012.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02029,-30.8629,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002013.0,2.0,0.0,0.0,0.0,0.0,302.0,1.0213,-30.6904,18.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002014.0,1.0,25.43,7.2,0.0,0.0,302.0,1.01454,-34.2962,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002015.0,1.0,4.69,1.33,0.0,0.0,302.0,1.01553,-62.7747,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002016.0,1.0,69.27,19.63,0.0,0.0,302.0,1.02042,-69.3044,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002017.0,1.0,0.0,0.0,0.0,-17.18,302.0,1.03,-33.7017,500.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002018.0,1.0,0.0,0.0,0.0,0.0,302.0,1.0248,-32.7849,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002019.0,2.0,0.0,0.0,0.0,0.0,302.0,1.03,-33.7017,20.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002020.0,1.0,47.97,13.59,0.0,0.0,302.0,1.00043,-44.7529,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002021.0,1.0,0.0,0.0,0.0,0.0,302.0,1.01872,-56.4272,500.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002022.0,1.0,11.56,3.28,0.0,0.0,302.0,1.01557,-58.328,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002023.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02,-54.8654,13.8,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002024.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02,-54.2025,13.8,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002025.0,1.0,39.62,11.23,0.0,0.0,302.0,0.998636,-43.9861,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002026.0,1.0,18.57,5.26,0.0,0.0,302.0,1.01785,-32.0436,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002027.0,1.0,3.55,1.01,0.0,0.0,302.0,1.00835,-60.0775,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002028.0,1.0,14.24,4.03,0.0,0.0,302.0,1.00149,-47.0922,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002029.0,1.0,3.2,0.91,0.0,0.0,302.0,1.02213,-33.6311,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002030.0,1.0,47.15,13.36,0.0,0.0,302.0,0.997443,-63.6035,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002031.0,1.0,5.77,1.63,0.0,0.0,302.0,1.02762,-30.0507,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002032.0,1.0,3.35,0.95,0.0,0.0,302.0,1.01071,-58.8314,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002033.0,1.0,13.57,3.85,0.0,0.0,302.0,1.00117,-65.0675,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002034.0,1.0,5.34,1.51,0.0,0.0,302.0,1.0241,-68.7088,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002035.0,1.0,4.68,1.33,0.0,0.0,302.0,1.02346,-30.7776,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002036.0,1.0,41.59,11.78,0.0,0.0,302.0,1.00453,-44.3686,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002037.0,1.0,3.5,0.99,0.0,0.0,302.0,1.02658,-63.1036,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002038.0,1.0,2.6,0.74,0.0,0.0,302.0,1.01892,-63.8405,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002039.0,1.0,5.56,1.58,0.0,0.0,302.0,0.999397,-60.1949,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002040.0,1.0,15.9,4.51,0.0,0.0,302.0,1.01324,-58.9925,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002041.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02091,-28.6419,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002042.0,2.0,0.0,0.0,0.0,0.0,302.0,1.01224,-26.0302,18.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002043.0,1.0,4.24,1.2,0.0,0.0,302.0,1.02242,-68.9815,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002044.0,1.0,27.4,7.76,0.0,0.0,302.0,1.02315,-64.8321,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002045.0,1.0,22.61,6.4,0.0,0.0,302.0,1.00004,-45.2865,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002046.0,1.0,22.13,6.27,0.0,0.0,302.0,1.02626,-68.3621,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002047.0,1.0,14.96,4.24,0.0,0.0,302.0,1.02278,-64.2739,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002048.0,1.0,6.42,1.82,0.0,0.0,302.0,1.03121,-32.2466,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002049.0,1.0,11.57,3.28,0.0,0.0,302.0,1.02452,-40.9774,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002050.0,1.0,3.66,1.04,0.0,0.0,302.0,1.00214,-62.8326,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002051.0,1.0,17.85,5.06,0.0,0.0,302.0,0.997416,-53.8317,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002052.0,1.0,24.84,7.04,0.0,0.0,302.0,1.01285,-32.9355,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002053.0,1.0,29.13,8.25,0.0,0.0,302.0,0.997887,-58.8739,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002054.0,1.0,0.0,0.0,0.0,0.0,302.0,1.0021,-43.019,500.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002055.0,1.0,49.62,14.06,0.0,0.0,302.0,1.00212,-43.8374,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002056.0,2.0,0.0,0.0,0.0,0.0,302.0,1.0021,-43.019,18.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002057.0,2.0,0.0,0.0,0.0,0.0,302.0,0.99,-38.5807,18.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002058.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02098,-28.1995,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002059.0,2.0,0.0,0.0,0.0,0.0,302.0,1.01088,-24.8041,13.8,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002060.0,1.0,3.8,1.08,0.0,0.0,302.0,1.00487,-61.5725,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002061.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02539,-37.5061,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002062.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02,-35.2095,18.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002063.0,1.0,65.62,18.59,0.0,67.92,302.0,1.03,-67.7692,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002064.0,1.0,10.05,2.85,0.0,0.0,302.0,1.00958,-59.9362,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002065.0,1.0,78.36,22.2,0.0,90.13,302.0,1.03,-65.0297,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002066.0,1.0,7.11,2.02,0.0,0.0,302.0,1.02193,-27.8431,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002067.0,1.0,53.97,15.29,0.0,0.0,302.0,0.996598,-43.8923,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002068.0,1.0,5.76,1.63,0.0,0.0,302.0,1.00182,-41.8037,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002069.0,1.0,21.92,6.21,0.0,87.65,302.0,1.03,-68.4425,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002070.0,1.0,0.0,0.0,0.0,0.0,302.0,1.00369,-41.3643,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002071.0,2.0,0.0,0.0,0.0,0.0,302.0,1.0,-37.6921,18.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002072.0,1.0,9.71,2.75,0.0,0.0,302.0,1.02499,-66.6315,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002073.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02241,-25.3215,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002074.0,1.0,0.0,0.0,0.0,0.0,302.0,1.0119,-23.4345,115.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002075.0,1.0,0.0,0.0,0.0,0.0,302.0,1.0119,-23.4345,115.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002076.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02764,-24.4269,24.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002077.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02635,-60.7182,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002078.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02,-57.4097,13.8,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002079.0,1.0,4.48,1.27,0.0,0.0,302.0,1.0314,-34.9863,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002080.0,1.0,16.93,4.8,0.0,0.0,302.0,1.00277,-57.1098,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002081.0,1.0,4.46,1.26,0.0,0.0,302.0,1.01291,-64.6264,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002082.0,1.0,59.03,16.73,0.0,0.0,302.0,1.00933,-44.7232,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002083.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02,-43.149,20.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002084.0,2.0,0.0,0.0,0.0,0.0,302.0,1.00933,-44.7232,20.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002085.0,2.0,0.0,0.0,0.0,0.0,302.0,1.00933,-44.7232,20.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002086.0,1.0,2.19,0.62,0.0,0.0,302.0,1.00062,-59.0315,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002087.0,1.0,7.9,2.24,0.0,0.0,302.0,1.02436,-27.7781,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002088.0,1.0,0.0,0.0,0.0,0.0,302.0,1.00271,-41.4958,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002089.0,2.0,0.0,0.0,0.0,0.0,302.0,1.0,-37.8993,24.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002090.0,1.0,2.42,0.69,0.0,0.0,302.0,1.00915,-60.684,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002091.0,1.0,17.05,4.83,0.0,0.0,302.0,1.02547,-34.1974,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002092.0,1.0,24.11,6.83,0.0,0.0,302.0,1.02467,-66.0988,161.0,11.0,1.1,0.9,0.0,0.0,0.0,0.0
3002093.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02282,-31.7744,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002094.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02282,-31.7744,13.8,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002095.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02282,-31.7744,13.8,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002096.0,1.0,0.0,0.0,0.0,-63.14,302.0,1.03,-29.0256,500.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002097.0,1.0,0.0,0.0,0.0,0.0,302.0,1.02852,-28.3891,230.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002098.0,1.0,0.0,0.0,0.0,0.0,302.0,1.03246,-31.2603,161.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
3002099.0,2.0,0.0,0.0,0.0,0.0,302.0,1.02953,-28.8845,18.0,10.0,1.1,0.9,0.0,0.0,0.0,0.0
