bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin
2010056.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02611,-33.0538,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010057.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03092,-30.62,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010058.0,1.0,43.93,8.14,0.0,0.0,201.0,1.02187,-32.9903,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010059.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03171,-30.5241,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010060.0,1.0,43.93,27.62,0.0,0.0,201.0,1.01965,-33.0724,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010061.0,1.0,51.07,18.71,0.0,22.0,201.0,1.02571,-36.4006,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010062.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01991,-38.2095,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010063.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02009,-38.1904,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010064.0,1.0,36.24,9.3,0.0,0.0,201.0,1.01971,-38.2307,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010065.0,1.0,46.26,6.82,0.0,0.0,201.0,1.01915,-38.0411,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010066.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01915,-38.0411,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010067.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01915,-38.0411,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010068.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01915,-38.0411,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010069.0,1.0,58.86,14.48,0.0,0.0,201.0,1.01206,-31.2924,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010070.0,1.0,11.07,0.16,0.0,0.0,201.0,1.02317,-37.3563,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010071.0,1.0,38.37,10.34,0.0,0.0,201.0,1.02506,-33.3267,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010072.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01953,-33.4202,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010073.0,1.0,38.37,20.18,0.0,0.0,201.0,1.0192,-33.4409,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010074.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01349,-31.6435,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010075.0,1.0,14.72,4.64,0.0,0.0,201.0,1.01341,-31.652,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010076.0,1.0,27.96,2.98,0.0,0.0,201.0,1.02404,-36.5033,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010077.0,1.0,28.46,7.93,0.0,0.0,201.0,1.02459,-33.1479,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010078.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03248,-32.6325,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010079.0,1.0,55.86,12.51,0.0,0.0,201.0,1.02217,-36.5348,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010080.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01584,-42.1203,24.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010081.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01584,-42.1203,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010082.0,1.0,0.0,0.0,0.0,0.0,201.0,1.0198,-37.4057,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010083.0,1.0,22.32,8.77,0.0,0.0,201.0,1.01965,-37.4174,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010084.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02997,-36.4857,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010085.0,1.0,40.86,5.87,0.0,0.0,201.0,1.02981,-36.511,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010086.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03011,-36.4641,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010087.0,1.0,10.87,8.58,0.0,0.0,201.0,1.01566,-38.1847,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010088.0,1.0,0.0,0.0,0.0,0.0,201.0,1.0287,-37.7151,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010089.0,1.0,33.23,4.19,0.0,0.0,201.0,1.02857,-37.7347,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010090.0,1.0,33.23,6.75,0.0,0.0,201.0,1.02274,-37.7867,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010091.0,1.0,37.67,4.7,0.0,0.0,201.0,1.02416,-32.0014,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010092.0,1.0,31.46,1.7,0.0,0.0,201.0,1.02337,-33.2565,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010093.0,1.0,31.46,11.16,0.0,0.0,201.0,1.0225,-33.9932,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010094.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02389,-36.7001,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010095.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02397,-36.6902,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010096.0,1.0,18.02,4.43,0.0,0.0,201.0,1.02381,-36.71,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010097.0,1.0,31.02,5.28,0.0,0.0,201.0,1.02505,-32.5162,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010098.0,1.0,19.84,5.6,0.0,0.0,201.0,1.02102,-33.6313,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010099.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02114,-33.6198,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010100.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03189,-33.8319,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010101.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03204,-33.8137,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010102.0,1.0,33.88,8.27,0.0,0.0,201.0,1.03171,-33.8518,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010103.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02642,-33.7135,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010104.0,1.0,57.74,17.1,0.0,0.0,201.0,1.02609,-33.7434,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010105.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02675,-33.6807,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010106.0,1.0,51.34,13.64,0.0,0.0,201.0,1.01923,-38.121,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010107.0,1.0,26.95,1.82,0.0,0.0,201.0,1.02439,-35.9992,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010108.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02447,-35.9823,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010109.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02439,-35.9992,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010110.0,1.0,12.48,4.31,0.0,0.0,201.0,1.03046,-32.1281,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010111.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03054,-32.1213,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010112.0,1.0,11.2,2.7,0.0,0.0,201.0,1.02724,-32.7759,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010113.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02546,-37.3336,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010114.0,1.0,31.06,13.53,0.0,0.0,201.0,1.02524,-37.3509,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010115.0,1.0,31.06,11.74,0.0,0.0,201.0,1.0247,-37.3032,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010116.0,1.0,47.94,5.39,0.0,0.0,201.0,1.03618,-32.168,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010117.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03712,-28.3319,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010118.0,1.0,45.39,21.63,0.0,0.0,201.0,1.03605,-32.1945,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010119.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03619,-32.5527,13.8,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010120.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03619,-32.5527,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010121.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01749,-37.3191,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010122.0,1.0,35.43,19.18,0.0,0.0,201.0,1.01719,-37.3389,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010123.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01845,-37.1376,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010124.0,1.0,0.0,0.0,0.0,0.0,201.0,1.0186,-37.1158,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010125.0,1.0,35.43,7.06,0.0,0.0,201.0,1.01829,-37.159,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010126.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01845,-37.1376,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010127.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01929,-33.1124,345.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010128.0,1.0,44.89,16.27,0.0,0.0,201.0,1.03429,-37.0182,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010129.0,1.0,50.09,14.75,0.0,0.0,201.0,1.03264,-33.6388,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010130.0,1.0,50.09,14.37,0.0,0.0,201.0,1.01926,-33.3747,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010131.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02677,-33.6492,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010132.0,1.0,41.72,12.38,0.0,0.0,201.0,1.02653,-33.6737,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010133.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02377,-36.648,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010134.0,1.0,71.03,8.23,0.0,0.0,201.0,1.02349,-36.6867,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010135.0,1.0,61.01,13.93,0.0,0.0,201.0,1.03124,-36.2667,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010136.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03154,-36.2309,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010137.0,1.0,20.07,5.15,0.0,0.0,201.0,1.02427,-32.3544,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010138.0,1.0,38.05,7.43,0.0,0.0,201.0,1.02294,-37.8208,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010139.0,1.0,35.0,8.78,0.0,0.0,201.0,1.02468,-34.532,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010140.0,1.0,16.07,5.79,0.0,0.0,201.0,1.02023,-37.3419,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010141.0,1.0,41.11,16.66,0.0,0.0,201.0,1.01994,-37.3654,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010142.0,1.0,41.11,1.31,0.0,0.0,201.0,1.01722,-37.6127,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010143.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01734,-37.587,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010144.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01722,-37.6127,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010145.0,1.0,37.97,9.24,0.0,0.0,201.0,1.0173,-32.7977,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010146.0,1.0,37.97,9.3,0.0,0.0,201.0,1.01793,-33.3057,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010147.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01812,-33.2831,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010148.0,1.0,52.25,24.72,0.0,0.0,201.0,1.02413,-33.6834,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010149.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02467,-37.9227,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010150.0,1.0,7.99,4.67,0.0,0.0,201.0,1.01602,-38.743,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010151.0,1.0,11.73,1.24,0.0,0.0,201.0,1.021,-39.0706,18.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010152.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02372,-38.0702,1.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010153.0,1.0,35.35,3.89,0.0,0.0,201.0,1.02324,-33.8427,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010154.0,1.0,33.06,13.11,0.0,0.0,201.0,1.02401,-34.6834,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010155.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02132,-33.8021,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010156.0,1.0,33.52,4.02,0.0,0.0,201.0,1.02119,-33.8214,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010157.0,1.0,32.33,10.35,0.0,80.0,201.0,1.0193,-37.016,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010158.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01853,-36.9866,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010159.0,1.0,15.22,4.81,0.0,0.0,201.0,1.01631,-36.9647,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010160.0,1.0,55.26,20.75,0.0,0.0,201.0,1.01419,-37.4815,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010161.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02165,-39.8109,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010162.0,1.0,25.6,5.53,0.0,0.0,201.0,1.02152,-39.8261,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010163.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02178,-39.7967,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010164.0,1.0,26.64,6.54,0.0,0.0,201.0,1.02283,-33.941,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010165.0,1.0,0.0,0.0,0.0,0.0,201.0,1.0124,-38.1308,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010166.0,1.0,47.72,5.4,0.0,0.0,201.0,1.01222,-38.161,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010167.0,1.0,32.36,10.77,0.0,0.0,201.0,1.03614,-33.393,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010168.0,1.0,32.36,10.63,0.0,0.0,201.0,1.02959,-33.6028,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010169.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02462,-34.0585,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010170.0,1.0,14.51,0.92,0.0,0.0,201.0,1.02457,-34.0666,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010171.0,1.0,51.86,8.23,0.0,0.0,201.0,1.01304,-36.9662,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010172.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02101,-32.3325,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010173.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02117,-32.3081,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010174.0,1.0,41.08,5.55,0.0,0.0,201.0,1.02084,-32.3587,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010175.0,1.0,41.08,12.71,0.0,0.0,201.0,1.02279,-31.6889,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010176.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02304,-31.6643,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010177.0,1.0,37.0,12.28,0.0,0.0,201.0,1.03675,-33.1627,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010178.0,1.0,37.0,6.33,0.0,0.0,201.0,1.02131,-33.4781,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010179.0,1.0,55.41,4.59,0.0,0.0,201.0,1.031,-36.4147,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010180.0,1.0,1.46,0.56,0.0,0.0,201.0,1.03101,-36.2245,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010181.0,1.0,0.0,0.0,0.0,0.0,201.0,1.03119,-36.1941,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010182.0,1.0,55.41,4.8,0.0,0.0,201.0,1.03085,-36.2576,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010183.0,1.0,48.59,5.25,0.0,0.0,201.0,1.01411,-36.8974,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010184.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01807,-36.6434,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010185.0,1.0,68.06,27.25,0.0,0.0,201.0,1.01757,-36.682,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010186.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02951,-33.8462,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010187.0,1.0,37.59,7.22,0.0,0.0,201.0,1.02933,-33.867,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010188.0,1.0,51.74,17.55,0.0,0.0,201.0,1.02949,-31.4699,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010189.0,1.0,0.0,0.0,0.0,0.0,201.0,1.02982,-31.4395,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
2010190.0,1.0,0.0,0.0,0.0,0.0,201.0,1.01809,-32.5938,138.0,1.0,1.1,0.9,0.0,0.0,0.0,0.0
